ID Race,Race,ID State,State,ID Year,Year,Household Income by Race,Household Income by Race Moe,Slug State
4,Asian,04000US48,Texas,2017,2017,84100,2602,texas
4,Asian,04000US49,Utah,2017,2017,69726,6145,utah
4,Asian,04000US50,Vermont,2017,2017,44409,31545,vermont
4,Asian,04000US51,Virginia,2017,2017,101515,2758,virginia
4,Asian,04000US53,Washington,2017,2017,88753,3492,washington
4,Asian,04000US54,West Virginia,2017,2017,31626,17919,west-virginia
4,Asian,04000US55,Wisconsin,2017,2017,69104,4269,wisconsin
4,Asian,04000US56,Wyoming,2017,2017,44235,36808,wyoming
5,Pacific Islander,04000US01,Alabama,2017,2017,88520,78331,alabama
5,Pacific Islander,04000US02,Alaska,2017,2017,63912,34486,alaska
5,Pacific Islander,04000US04,Arizona,2017,2017,50331,20521,arizona
5,Pacific Islander,04000US05,Arkansas,2017,2017,36186,12154,arkansas
5,Pacific Islander,04000US06,California,2017,2017,72101,7604,california
5,Pacific Islander,04000US13,Georgia,2017,2017,51853,11797,georgia
5,Pacific Islander,04000US15,Hawaii,2017,2017,61844,5749,hawaii
5,Pacific Islander,04000US17,Illinois,2017,2017,60860,22054,illinois
5,Pacific Islander,04000US18,Indiana,2017,2017,48750,24736,indiana
5,Pacific Islander,04000US19,Iowa,2017,2017,33759,10625,iowa
5,Pacific Islander,04000US20,Kansas,2017,2017,52870,2434,kansas
5,Pacific Islander,04000US21,Kentucky,2017,2017,44438,35068,kentucky
5,Pacific Islander,04000US22,Louisiana,2017,2017,44026,13624,louisiana
5,Pacific Islander,04000US26,Michigan,2017,2017,28729,23584,michigan
5,Pacific Islander,04000US27,Minnesota,2017,2017,70832,22566,minnesota
5,Pacific Islander,04000US29,Missouri,2017,2017,23831,10671,missouri
5,Pacific Islander,04000US30,Montana,2017,2017,36421,26461,montana
5,Pacific Islander,04000US31,Nebraska,2017,2017,47107,28190,nebraska
5,Pacific Islander,04000US32,Nevada,2017,2017,56978,19882,nevada
5,Pacific Islander,04000US36,New York,2017,2017,51405,19957,new-york
5,Pacific Islander,04000US37,North Carolina,2017,2017,43305,20897,north-carolina
5,Pacific Islander,04000US39,Ohio,2017,2017,64828,31355,ohio
5,Pacific Islander,04000US41,Oregon,2017,2017,53978,6105,oregon
5,Pacific Islander,04000US44,Rhode Island,2017,2017,40752,21195,rhode-island
5,Pacific Islander,04000US45,South Carolina,2017,2017,40396,25793,south-carolina
5,Pacific Islander,04000US46,South Dakota,2017,2017,35230,6899,south-dakota
5,Pacific Islander,04000US48,Texas,2017,2017,43428,17760,texas
5,Pacific Islander,04000US49,Utah,2017,2017,61712,13879,utah
5,Pacific Islander,04000US51,Virginia,2017,2017,142465,71134,virginia
5,Pacific Islander,04000US53,Washington,2017,2017,70450,12588,washington
5,Pacific Islander,04000US55,Wisconsin,2017,2017,65553,58682,wisconsin
6,Other,04000US01,Alabama,2017,2017,33314,3400,alabama
6,Other,04000US02,Alaska,2017,2017,70667,19174,alaska
6,Other,04000US04,Arizona,2017,2017,45946,2030,arizona
6,Other,04000US05,Arkansas,2017,2017,38722,5010,arkansas
6,Other,04000US06,California,2017,2017,53793,926,california
6,Other,04000US08,Colorado,2017,2017,48599,3473,colorado
6,Other,04000US09,Connecticut,2017,2017,40958,2717,connecticut
6,Other,04000US10,Delaware,2017,2017,38620,15120,delaware
6,Other,04000US11,District of Columbia,2017,2017,60964,4868,district-of-columbia
6,Other,04000US12,Florida,2017,2017,47376,2649,florida
6,Other,04000US13,Georgia,2017,2017,40309,3584,georgia
6,Other,04000US15,Hawaii,2017,2017,73053,12445,hawaii
6,Other,04000US16,Idaho,2017,2017,43869,6828,idaho
6,Other,04000US17,Illinois,2017,2017,50615,1358,illinois
6,Other,04000US18,Indiana,2017,2017,46039,2661,indiana
6,Other,04000US19,Iowa,2017,2017,50864,6281,iowa
6,Other,04000US20,Kansas,2017,2017,45128,5750,kansas
6,Other,04000US21,Kentucky,2017,2017,41575,9506,kentucky
6,Other,04000US22,Louisiana,2017,2017,30283,3298,louisiana
6,Other,04000US23,Maine,2017,2017,61060,12390,maine
6,Other,04000US24,Maryland,2017,2017,61183,2799,maryland
6,Other,04000US25,Massachusetts,2017,2017,41173,3464,massachusetts
6,Other,04000US26,Michigan,2017,2017,41934,3901,michigan
6,Other,04000US27,Minnesota,2017,2017,48664,3980,minnesota
6,Other,04000US28,Mississippi,2017,2017,42629,2875,mississippi
6,Other,04000US29,Missouri,2017,2017,42136,4654,missouri
6,Other,04000US30,Montana,2017,2017,49008,19089,montana
6,Other,04000US31,Nebraska,2017,2017,45520,8800,nebraska
6,Other,04000US32,Nevada,2017,2017,47018,4092,nevada
6,Other,04000US33,New Hampshire,2017,2017,73060,33394,new-hampshire
6,Other,04000US34,New Jersey,2017,2017,46572,1846,new-jersey
6,Other,04000US35,New Mexico,2017,2017,34052,3009,new-mexico
6,Other,04000US36,New York,2017,2017,41293,815,new-york
6,Other,04000US37,North Carolina,2017,2017,38249,2575,north-carolina
6,Other,04000US38,North Dakota,2017,2017,65898,21050,north-dakota
6,Other,04000US39,Ohio,2017,2017,39633,3430,ohio
6,Other,04000US40,Oklahoma,2017,2017,43075,3784,oklahoma
6,Other,04000US41,Oregon,2017,2017,51741,5791,oregon
6,Other,04000US42,Pennsylvania,2017,2017,36723,2553,pennsylvania
6,Other,04000US44,Rhode Island,2017,2017,42752,3085,rhode-island
6,Other,04000US45,South Carolina,2017,2017,39788,6368,south-carolina
6,Other,04000US46,South Dakota,2017,2017,34115,20153,south-dakota
6,Other,04000US47,Tennessee,2017,2017,35955,4837,tennessee
6,Other,04000US48,Texas,2017,2017,42754,1759,texas
6,Other,04000US49,Utah,2017,2017,47529,3916,utah
6,Other,04000US50,Vermont,2017,2017,49375,40230,vermont
6,Other,04000US51,Virginia,2017,2017,54242,5525,virginia
6,Other,04000US53,Washington,2017,2017,47449,2288,washington
6,Other,04000US54,West Virginia,2017,2017,24127,11469,west-virginia
6,Other,04000US55,Wisconsin,2017,2017,42846,4136,wisconsin
6,Other,04000US56,Wyoming,2017,2017,59523,15663,wyoming
6,Other,04000US72,Puerto Rico,2017,2017,16094,900,puerto-rico
7,Two Or More,04000US01,Alabama,2017,2017,40552,3423,alabama
7,Two Or More,04000US02,Alaska,2017,2017,70678,8679,alaska
7,Two Or More,04000US04,Arizona,2017,2017,50394,4835,arizona
7,Two Or More,04000US05,Arkansas,2017,2017,43962,5555,arkansas
7,Two Or More,04000US06,California,2017,2017,73189,2220,california
7,Two Or More,04000US08,Colorado,2017,2017,62634,5287,colorado
7,Two Or More,04000US09,Connecticut,2017,2017,58264,8622,connecticut
7,Two Or More,04000US10,Delaware,2017,2017,63477,30036,delaware
7,Two Or More,04000US11,District of Columbia,2017,2017,85501,14251,district-of-columbia
7,Two Or More,04000US12,Florida,2017,2017,52398,3084,florida
7,Two Or More,04000US13,Georgia,2017,2017,50719,4617,georgia
7,Two Or More,04000US15,Hawaii,2017,2017,79532,3196,hawaii
7,Two Or More,04000US16,Idaho,2017,2017,52225,13901,idaho
7,Two Or More,04000US17,Illinois,2017,2017,56005,4637,illinois
7,Two Or More,04000US18,Indiana,2017,2017,41773,5089,indiana
7,Two Or More,04000US19,Iowa,2017,2017,34008,5139,iowa
7,Two Or More,04000US20,Kansas,2017,2017,39721,3734,kansas
7,Two Or More,04000US21,Kentucky,2017,2017,45176,9354,kentucky
7,Two Or More,04000US22,Louisiana,2017,2017,41479,4630,louisiana
7,Two Or More,04000US23,Maine,2017,2017,45867,8513,maine
7,Two Or More,04000US24,Maryland,2017,2017,81270,7830,maryland
7,Two Or More,04000US25,Massachusetts,2017,2017,60488,3399,massachusetts
7,Two Or More,04000US26,Michigan,2017,2017,45203,3862,michigan
7,Two Or More,04000US27,Minnesota,2017,2017,55229,4727,minnesota
7,Two Or More,04000US28,Mississippi,2017,2017,39941,4938,mississippi
7,Two Or More,04000US29,Missouri,2017,2017,46036,3009,missouri
7,Two Or More,04000US30,Montana,2017,2017,35152,3401,montana
7,Two Or More,04000US31,Nebraska,2017,2017,42551,6940,nebraska
7,Two Or More,04000US32,Nevada,2017,2017,58263,7430,nevada
7,Two Or More,04000US33,New Hampshire,2017,2017,55773,10613,new-hampshire
7,Two Or More,04000US34,New Jersey,2017,2017,71547,4910,new-jersey
7,Two Or More,04000US35,New Mexico,2017,2017,51373,7034,new-mexico
7,Two Or More,04000US36,New York,2017,2017,58252,3555,new-york
7,Two Or More,04000US37,North Carolina,2017,2017,47268,3691,north-carolina
7,Two Or More,04000US38,North Dakota,2017,2017,59131,14240,north-dakota
7,Two Or More,04000US39,Ohio,2017,2017,38549,3173,ohio
7,Two Or More,04000US40,Oklahoma,2017,2017,44448,2354,oklahoma
7,Two Or More,04000US41,Oregon,2017,2017,53651,5545,oregon
7,Two Or More,04000US42,Pennsylvania,2017,2017,43576,4214,pennsylvania
7,Two Or More,04000US44,Rhode Island,2017,2017,35000,6245,rhode-island
7,Two Or More,04000US45,South Carolina,2017,2017,37849,5527,south-carolina
7,Two Or More,04000US46,South Dakota,2017,2017,47741,17763,south-dakota
7,Two Or More,04000US47,Tennessee,2017,2017,47160,5434,tennessee
7,Two Or More,04000US48,Texas,2017,2017,57091,2938,texas
7,Two Or More,04000US49,Utah,2017,2017,60342,8307,utah
7,Two Or More,04000US50,Vermont,2017,2017,63044,11643,vermont
7,Two Or More,04000US51,Virginia,2017,2017,70935,2704,virginia
7,Two Or More,04000US53,Washington,2017,2017,66848,3472,washington
7,Two Or More,04000US54,West Virginia,2017,2017,39371,17520,west-virginia
7,Two Or More,04000US55,Wisconsin,2017,2017,44949,5458,wisconsin
7,Two Or More,04000US56,Wyoming,2017,2017,59973,18978,wyoming
7,Two Or More,04000US72,Puerto Rico,2017,2017,21365,2505,puerto-rico
8,White Non-Hispanic,04000US01,Alabama,2017,2017,56138,852,alabama
8,White Non-Hispanic,04000US02,Alaska,2017,2017,81838,2518,alaska
8,White Non-Hispanic,04000US04,Arizona,2017,2017,62391,625,arizona
8,White Non-Hispanic,04000US05,Arkansas,2017,2017,49890,899,arkansas
8,White Non-Hispanic,04000US06,California,2017,2017,83682,655,california
8,White Non-Hispanic,04000US08,Colorado,2017,2017,75285,911,colorado
8,White Non-Hispanic,04000US09,Connecticut,2017,2017,85122,1635,connecticut
8,White Non-Hispanic,04000US10,Delaware,2017,2017,69271,2182,delaware
8,White Non-Hispanic,04000US11,District of Columbia,2017,2017,134358,6398,district-of-columbia
8,White Non-Hispanic,04000US12,Florida,2017,2017,58110,560,florida
8,White Non-Hispanic,04000US13,Georgia,2017,2017,65420,729,georgia
8,White Non-Hispanic,04000US15,Hawaii,2017,2017,77472,3394,hawaii
8,White Non-Hispanic,04000US16,Idaho,2017,2017,53711,1547,idaho
8,White Non-Hispanic,04000US17,Illinois,2017,2017,70712,481,illinois
8,White Non-Hispanic,04000US18,Indiana,2017,2017,57327,696,indiana
8,White Non-Hispanic,04000US19,Iowa,2017,2017,60447,542,iowa
8,White Non-Hispanic,04000US20,Kansas,2017,2017,60007,664,kansas
8,White Non-Hispanic,04000US21,Kentucky,2017,2017,50140,652,kentucky
8,White Non-Hispanic,04000US22,Louisiana,2017,2017,57217,918,louisiana
8,White Non-Hispanic,04000US23,Maine,2017,2017,57071,1158,maine
8,White Non-Hispanic,04000US24,Maryland,2017,2017,91044,944,maryland
8,White Non-Hispanic,04000US25,Massachusetts,2017,2017,84988,1151,massachusetts
8,White Non-Hispanic,04000US26,Michigan,2017,2017,59291,464,michigan
8,White Non-Hispanic,04000US27,Minnesota,2017,2017,71863,553,minnesota
8,White Non-Hispanic,04000US28,Mississippi,2017,2017,54928,1176,mississippi
8,White Non-Hispanic,04000US29,Missouri,2017,2017,57114,531,missouri
8,White Non-Hispanic,04000US30,Montana,2017,2017,54715,1429,montana
8,White Non-Hispanic,04000US31,Nebraska,2017,2017,63091,1164,nebraska
8,White Non-Hispanic,04000US32,Nevada,2017,2017,62974,1430,nevada
8,White Non-Hispanic,04000US33,New Hampshire,2017,2017,74576,1734,new-hampshire
8,White Non-Hispanic,04000US34,New Jersey,2017,2017,91454,799,new-jersey
8,White Non-Hispanic,04000US35,New Mexico,2017,2017,55360,1509,new-mexico
8,White Non-Hispanic,04000US36,New York,2017,2017,75606,569,new-york
8,White Non-Hispanic,04000US37,North Carolina,2017,2017,60263,562,north-carolina
8,White Non-Hispanic,04000US38,North Dakota,2017,2017,64750,2026,north-dakota
8,White Non-Hispanic,04000US39,Ohio,2017,2017,58841,555,ohio
8,White Non-Hispanic,04000US40,Oklahoma,2017,2017,53366,752,oklahoma
8,White Non-Hispanic,04000US41,Oregon,2017,2017,61717,819,oregon
8,White Non-Hispanic,04000US42,Pennsylvania,2017,2017,62889,516,pennsylvania
8,White Non-Hispanic,04000US44,Rhode Island,2017,2017,71295,1971,rhode-island
8,White Non-Hispanic,04000US45,South Carolina,2017,2017,59313,1053,south-carolina
8,White Non-Hispanic,04000US46,South Dakota,2017,2017,60204,1389,south-dakota
8,White Non-Hispanic,04000US47,Tennessee,2017,2017,54748,594,tennessee
8,White Non-Hispanic,04000US48,Texas,2017,2017,72361,645,texas
8,White Non-Hispanic,04000US49,Utah,2017,2017,71881,781,utah
8,White Non-Hispanic,04000US50,Vermont,2017,2017,58036,2278,vermont
8,White Non-Hispanic,04000US51,Virginia,2017,2017,77455,849,virginia
8,White Non-Hispanic,04000US53,Washington,2017,2017,73362,739,washington
8,White Non-Hispanic,04000US54,West Virginia,2017,2017,44536,1362,west-virginia
8,White Non-Hispanic,04000US55,Wisconsin,2017,2017,62286,398,wisconsin
8,White Non-Hispanic,04000US56,Wyoming,2017,2017,61439,1838,wyoming
8,White Non-Hispanic,04000US72,Puerto Rico,2017,2017,33963,14480,puerto-rico
9,Hispanic,04000US01,Alabama,2017,2017,37578,4151,alabama
9,Hispanic,04000US02,Alaska,2017,2017,63954,7966,alaska
9,Hispanic,04000US04,Arizona,2017,2017,46900,861,arizona
9,Hispanic,04000US05,Arkansas,2017,2017,41107,2812,arkansas
9,Hispanic,04000US06,California,2017,2017,56151,473,california
9,Hispanic,04000US08,Colorado,2017,2017,51550,1276,colorado
9,Hispanic,04000US09,Connecticut,2017,2017,46324,2163,connecticut
9,Hispanic,04000US10,Delaware,2017,2017,47160,8294,delaware
9,Hispanic,04000US11,District of Columbia,2017,2017,84728,6874,district-of-columbia
9,Hispanic,04000US12,Florida,2017,2017,47257,746,florida
9,Hispanic,04000US13,Georgia,2017,2017,46144,1795,georgia
9,Hispanic,04000US15,Hawaii,2017,2017,72888,7549,hawaii
9,Hispanic,04000US16,Idaho,2017,2017,45231,3081,idaho
9,Hispanic,04000US17,Illinois,2017,2017,53109,1640,illinois
9,Hispanic,04000US18,Indiana,2017,2017,46767,2055,indiana
9,Hispanic,04000US19,Iowa,2017,2017,46376,2723,iowa
9,Hispanic,04000US20,Kansas,2017,2017,45558,1505,kansas
9,Hispanic,04000US21,Kentucky,2017,2017,42069,5130,kentucky
9,Hispanic,04000US22,Louisiana,2017,2017,39465,3553,louisiana
9,Hispanic,04000US23,Maine,2017,2017,45250,14736,maine
9,Hispanic,04000US24,Maryland,2017,2017,71376,3086,maryland
9,Hispanic,04000US25,Massachusetts,2017,2017,41995,1771,massachusetts
9,Hispanic,04000US26,Michigan,2017,2017,46222,2524,michigan
9,Hispanic,04000US27,Minnesota,2017,2017,50866,2173,minnesota
9,Hispanic,04000US28,Mississippi,2017,2017,42861,3788,mississippi
9,Hispanic,04000US29,Missouri,2017,2017,48564,3558,missouri
9,Hispanic,04000US30,Montana,2017,2017,49589,8078,montana
9,Hispanic,04000US31,Nebraska,2017,2017,46646,2800,nebraska
9,Hispanic,04000US32,Nevada,2017,2017,51866,1606,nevada
9,Hispanic,04000US33,New Hampshire,2017,2017,61119,9970,new-hampshire
9,Hispanic,04000US34,New Jersey,2017,2017,54482,1950,new-jersey
9,Hispanic,04000US35,New Mexico,2017,2017,40189,1682,new-mexico
9,Hispanic,04000US36,New York,2017,2017,46751,900,new-york
9,Hispanic,04000US37,North Carolina,2017,2017,40546,1091,north-carolina
9,Hispanic,04000US38,North Dakota,2017,2017,55998,5365,north-dakota
9,Hispanic,04000US39,Ohio,2017,2017,40921,2086,ohio
9,Hispanic,04000US40,Oklahoma,2017,2017,43667,3589,oklahoma
9,Hispanic,04000US41,Oregon,2017,2017,50117,2385,oregon
9,Hispanic,04000US42,Pennsylvania,2017,2017,39973,2071,pennsylvania
9,Hispanic,04000US44,Rhode Island,2017,2017,41123,3928,rhode-island
9,Hispanic,04000US45,South Carolina,2017,2017,40708,3033,south-carolina
9,Hispanic,04000US46,South Dakota,2017,2017,41443,3511,south-dakota
9,Hispanic,04000US47,Tennessee,2017,2017,41549,1866,tennessee
9,Hispanic,04000US48,Texas,2017,2017,46855,485,texas
9,Hispanic,04000US49,Utah,2017,2017,47540,2846,utah
9,Hispanic,04000US50,Vermont,2017,2017,55339,12515,vermont
9,Hispanic,04000US51,Virginia,2017,2017,65433,3283,virginia
9,Hispanic,04000US53,Washington,2017,2017,52212,1997,washington
9,Hispanic,04000US54,West Virginia,2017,2017,49605,9000,west-virginia
9,Hispanic,04000US55,Wisconsin,2017,2017,42861,2105,wisconsin
9,Hispanic,04000US56,Wyoming,2017,2017,51568,7249,wyoming
9,Hispanic,04000US72,Puerto Rico,2017,2017,19273,412,puerto-rico
0,Total,04000US01,Alabama,2016,2016,46257,677,alabama
0,Total,04000US02,Alaska,2016,2016,76440,2230,alaska
0,Total,04000US04,Arizona,2016,2016,53558,634,arizona
0,Total,04000US05,Arkansas,2016,2016,44334,921,arkansas
0,Total,04000US06,California,2016,2016,67739,356,california
0,Total,04000US08,Colorado,2016,2016,65685,636,colorado
0,Total,04000US09,Connecticut,2016,2016,73433,1059,connecticut
0,Total,04000US10,Delaware,2016,2016,61757,1492,delaware
0,Total,04000US11,District of Columbia,2016,2016,75506,3416,district-of-columbia
0,Total,04000US12,Florida,2016,2016,50860,241,florida
0,Total,04000US13,Georgia,2016,2016,53559,710,georgia
0,Total,04000US15,Hawaii,2016,2016,74511,1776,hawaii
0,Total,04000US16,Idaho,2016,2016,51807,963,idaho
0,Total,04000US17,Illinois,2016,2016,60960,389,illinois
0,Total,04000US18,Indiana,2016,2016,52314,371,indiana
0,Total,04000US19,Iowa,2016,2016,56247,695,iowa
0,Total,04000US20,Kansas,2016,2016,54935,893,kansas
0,Total,04000US21,Kentucky,2016,2016,46659,600,kentucky
0,Total,04000US22,Louisiana,2016,2016,45146,776,louisiana
0,Total,04000US23,Maine,2016,2016,53079,1379,maine
0,Total,04000US24,Maryland,2016,2016,78945,737,maryland
0,Total,04000US25,Massachusetts,2016,2016,75297,771,massachusetts
0,Total,04000US26,Michigan,2016,2016,52492,402,michigan
0,Total,04000US27,Minnesota,2016,2016,65599,606,minnesota
0,Total,04000US28,Mississippi,2016,2016,41754,556,mississippi
0,Total,04000US29,Missouri,2016,2016,51746,374,missouri
0,Total,04000US30,Montana,2016,2016,50027,1096,montana
0,Total,04000US31,Nebraska,2016,2016,56927,767,nebraska
0,Total,04000US32,Nevada,2016,2016,55180,901,nevada
0,Total,04000US33,New Hampshire,2016,2016,70936,1422,new-hampshire
0,Total,04000US34,New Jersey,2016,2016,76126,701,new-jersey
0,Total,04000US35,New Mexico,2016,2016,46748,826,new-mexico
0,Total,04000US36,New York,2016,2016,62909,631,new-york
0,Total,04000US37,North Carolina,2016,2016,50584,292,north-carolina
0,Total,04000US38,North Dakota,2016,2016,60656,1528,north-dakota
0,Total,04000US39,Ohio,2016,2016,52334,275,ohio
0,Total,04000US40,Oklahoma,2016,2016,49176,625,oklahoma
0,Total,04000US41,Oregon,2016,2016,57532,855,oregon
0,Total,04000US42,Pennsylvania,2016,2016,56907,360,pennsylvania
0,Total,04000US44,Rhode Island,2016,2016,60596,1591,rhode-island
0,Total,04000US45,South Carolina,2016,2016,49501,601,south-carolina
0,Total,04000US46,South Dakota,2016,2016,54467,1289,south-dakota
0,Total,04000US47,Tennessee,2016,2016,48547,675,tennessee
0,Total,04000US48,Texas,2016,2016,56565,300,texas
0,Total,04000US49,Utah,2016,2016,65977,955,utah
0,Total,04000US50,Vermont,2016,2016,57677,1672,vermont
0,Total,04000US51,Virginia,2016,2016,68114,748,virginia
0,Total,04000US53,Washington,2016,2016,67106,595,washington
0,Total,04000US54,West Virginia,2016,2016,43385,1112,west-virginia
0,Total,04000US55,Wisconsin,2016,2016,56811,549,wisconsin
0,Total,04000US56,Wyoming,2016,2016,59882,2214,wyoming
0,Total,04000US72,Puerto Rico,2016,2016,20078,354,puerto-rico
1,White,04000US01,Alabama,2016,2016,52104,576,alabama
1,White,04000US02,Alaska,2016,2016,82684,1952,alaska
1,White,04000US04,Arizona,2016,2016,56051,593,arizona
1,White,04000US05,Arkansas,2016,2016,48056,894,arkansas
1,White,04000US06,California,2016,2016,71225,320,california
1,White,04000US08,Colorado,2016,2016,67825,899,colorado
1,White,04000US09,Connecticut,2016,2016,80474,980,connecticut
1,White,04000US10,Delaware,2016,2016,66664,1782,delaware
1,White,04000US11,District of Columbia,2016,2016,125747,5102,district-of-columbia
1,White,04000US12,Florida,2016,2016,53072,426,florida
1,White,04000US13,Georgia,2016,2016,61005,601,georgia
1,White,04000US15,Hawaii,2016,2016,75327,3683,hawaii
1,White,04000US16,Idaho,2016,2016,52485,1139,idaho
1,White,04000US17,Illinois,2016,2016,66582,557,illinois
1,White,04000US18,Indiana,2016,2016,55435,516,indiana
1,White,04000US19,Iowa,2016,2016,57916,940,iowa
1,White,04000US20,Kansas,2016,2016,57117,881,kansas
1,White,04000US21,Kentucky,2016,2016,48613,715,kentucky
1,White,04000US22,Louisiana,2016,2016,55134,914,louisiana
1,White,04000US23,Maine,2016,2016,53640,1486,maine
1,White,04000US24,Maryland,2016,2016,87776,1069,maryland
1,White,04000US25,Massachusetts,2016,2016,79488,1034,massachusetts
1,White,04000US26,Michigan,2016,2016,56526,449,michigan
1,White,04000US27,Minnesota,2016,2016,68090,665,minnesota
1,White,04000US28,Mississippi,2016,2016,51834,909,mississippi
1,White,04000US29,Missouri,2016,2016,54829,595,missouri
1,White,04000US30,Montana,2016,2016,51263,1124,montana
1,White,04000US31,Nebraska,2016,2016,59082,1044,nebraska
1,White,04000US32,Nevada,2016,2016,58853,1073,nevada
1,White,04000US33,New Hampshire,2016,2016,71383,1422,new-hampshire
1,White,04000US34,New Jersey,2016,2016,81536,680,new-jersey
1,White,04000US35,New Mexico,2016,2016,49483,1314,new-mexico
1,White,04000US36,New York,2016,2016,70871,494,new-york
1,White,04000US37,North Carolina,2016,2016,55656,548,north-carolina
1,White,04000US38,North Dakota,2016,2016,63383,2022,north-dakota
1,White,04000US39,Ohio,2016,2016,56579,333,ohio
1,White,04000US40,Oklahoma,2016,2016,52400,566,oklahoma
1,White,04000US41,Oregon,2016,2016,58457,868,oregon
1,White,04000US42,Pennsylvania,2016,2016,60595,326,pennsylvania
1,White,04000US44,Rhode Island,2016,2016,63122,1899,rhode-island
1,White,04000US45,South Carolina,2016,2016,56774,698,south-carolina
1,White,04000US46,South Dakota,2016,2016,57070,1124,south-dakota
1,White,04000US47,Tennessee,2016,2016,51488,517,tennessee
1,White,04000US48,Texas,2016,2016,59891,390,texas
1,White,04000US49,Utah,2016,2016,68087,1161,utah
1,White,04000US50,Vermont,2016,2016,58439,1777,vermont
1,White,04000US51,Virginia,2016,2016,73314,828,virginia
1,White,04000US53,Washington,2016,2016,69048,808,washington
1,White,04000US54,West Virginia,2016,2016,43847,1179,west-virginia
1,White,04000US55,Wisconsin,2016,2016,59512,679,wisconsin
1,White,04000US56,Wyoming,2016,2016,60108,2202,wyoming
1,White,04000US72,Puerto Rico,2016,2016,21244,447,puerto-rico
2,Black,04000US01,Alabama,2016,2016,31617,800,alabama
2,Black,04000US02,Alaska,2016,2016,60363,17330,alaska
2,Black,04000US04,Arizona,2016,2016,41842,1932,arizona
2,Black,04000US05,Arkansas,2016,2016,30939,1014,arkansas
2,Black,04000US06,California,2016,2016,46232,889,california
2,Black,04000US08,Colorado,2016,2016,48058,2372,colorado
2,Black,04000US09,Connecticut,2016,2016,43236,2426,connecticut
2,Black,04000US10,Delaware,2016,2016,44663,4161,delaware
2,Black,04000US11,District of Columbia,2016,2016,37891,3438,district-of-columbia
2,Black,04000US12,Florida,2016,2016,37553,670,florida
2,Black,04000US13,Georgia,2016,2016,41337,542,georgia
2,Black,04000US15,Hawaii,2016,2016,71858,10093,hawaii
2,Black,04000US16,Idaho,2016,2016,48060,17889,idaho
2,Black,04000US17,Illinois,2016,2016,35517,839,illinois
2,Black,04000US18,Indiana,2016,2016,32052,859,indiana
2,Black,04000US19,Iowa,2016,2016,27883,3796,iowa
2,Black,04000US20,Kansas,2016,2016,32652,3347,kansas
2,Black,04000US21,Kentucky,2016,2016,32231,1404,kentucky
2,Black,04000US22,Louisiana,2016,2016,27396,775,louisiana
2,Black,04000US23,Maine,2016,2016,32390,21899,maine
2,Black,04000US24,Maryland,2016,2016,62919,1506,maryland
2,Black,04000US25,Massachusetts,2016,2016,46381,2382,massachusetts
2,Black,04000US26,Michigan,2016,2016,32444,804,michigan
2,Black,04000US27,Minnesota,2016,2016,33436,2575,minnesota
2,Black,04000US28,Mississippi,2016,2016,29381,1055,mississippi
2,Black,04000US29,Missouri,2016,2016,36227,969,missouri
2,Black,04000US30,Montana,2016,2016,38174,20979,montana
2,Black,04000US31,Nebraska,2016,2016,32976,4765,nebraska
2,Black,04000US32,Nevada,2016,2016,37296,2286,nevada
2,Black,04000US33,New Hampshire,2016,2016,55786,6224,new-hampshire
2,Black,04000US34,New Jersey,2016,2016,47696,1716,new-jersey
2,Black,04000US35,New Mexico,2016,2016,47043,3713,new-mexico
2,Black,04000US36,New York,2016,2016,45277,1077,new-york
2,Black,04000US37,North Carolina,2016,2016,36014,627,north-carolina
2,Black,04000US38,North Dakota,2016,2016,24810,9666,north-dakota
2,Black,04000US39,Ohio,2016,2016,31035,693,ohio
2,Black,04000US40,Oklahoma,2016,2016,30923,1334,oklahoma
2,Black,04000US41,Oregon,2016,2016,35723,6471,oregon
2,Black,04000US42,Pennsylvania,2016,2016,36253,1019,pennsylvania
2,Black,04000US44,Rhode Island,2016,2016,42425,5446,rhode-island
2,Black,04000US45,South Carolina,2016,2016,32211,784,south-carolina
2,Black,04000US46,South Dakota,2016,2016,42844,10586,south-dakota
2,Black,04000US47,Tennessee,2016,2016,35673,1075,tennessee
2,Black,04000US48,Texas,2016,2016,42582,880,texas
2,Black,04000US49,Utah,2016,2016,26795,13239,utah
2,Black,04000US50,Vermont,2016,2016,25635,7482,vermont
2,Black,04000US51,Virginia,2016,2016,47346,1198,virginia
2,Black,04000US53,Washington,2016,2016,47410,2658,washington
2,Black,04000US54,West Virginia,2016,2016,32850,3878,west-virginia
2,Black,04000US55,Wisconsin,2016,2016,28276,1694,wisconsin
2,Black,04000US56,Wyoming,2016,2016,60320,26069,wyoming
2,Black,04000US72,Puerto Rico,2016,2016,18185,1182,puerto-rico
3,Native American,04000US01,Alabama,2016,2016,50116,9277,alabama
3,Native American,04000US02,Alaska,2016,2016,47824,4941,alaska
3,Native American,04000US04,Arizona,2016,2016,34813,2223,arizona
3,Native American,04000US05,Arkansas,2016,2016,41567,6751,arkansas
3,Native American,04000US06,California,2016,2016,47489,2604,california
3,Native American,04000US08,Colorado,2016,2016,37119,6270,colorado
3,Native American,04000US09,Connecticut,2016,2016,42841,14739,connecticut
3,Native American,04000US10,Delaware,2016,2016,44904,40706,delaware
3,Native American,04000US12,Florida,2016,2016,43893,10302,florida
3,Native American,04000US13,Georgia,2016,2016,28548,7919,georgia
3,Native American,04000US16,Idaho,2016,2016,37340,9382,idaho
